District,Polling Station Number,Conservative,Green Party,Liberal,N.D.P.,Conservative (%),Green Party (%),Liberal (%),N.D.P. (%),Other (%)
13010,4,79,12,92,22,38.54,5.85,44.88,10.73,0.0
13010,40,58,2,96,13,34.32,1.18,56.8,7.69,0.0
13010,41,43,6,96,14,27.04,3.77,60.38,8.81,0.0
13010,42,69,0,110,11,36.32,0.0,57.89,5.79,0.0
13010,43,56,2,66,10,41.79,1.49,49.25,7.46,0.0
13010,44,52,0,87,11,34.67,0.0,58.0,7.33,0.0
13010,45,54,0,98,10,33.33,0.0,60.49,6.17,0.0
13010,46,33,0,77,12,27.05,0.0,63.11,9.84,0.0
13010,47,54,2,98,10,32.93,1.22,59.76,6.1,0.0
13010,48,30,1,33,5,43.48,1.45,47.83,7.25,0.0
13010,49,41,4,124,18,21.93,2.14,66.31,9.63,0.0
13010,5,0,0,0,0,,,,,
13010,50,61,2,91,23,34.46,1.13,51.41,12.99,0.0
13010,500,64,8,74,10,41.03,5.13,47.44,6.41,0.0
13010,51,75,5,90,17,40.11,2.67,48.13,9.09,0.0
13010,52,50,2,52,23,39.37,1.57,40.94,18.11,0.0
13010,53,58,2,80,9,38.93,1.34,53.69,6.04,0.0
13010,54,105,7,81,27,47.73,3.18,36.82,12.27,0.0
13010,55,78,0,32,12,63.93,0.0,26.23,9.84,0.0
13010,56,121,3,64,11,60.8,1.51,32.16,5.53,0.0
13010,57,100,3,45,14,61.73,1.85,27.78,8.64,0.0
13010,58,104,2,72,15,53.89,1.04,37.31,7.77,0.0
13010,59,50,1,42,9,49.02,0.98,41.18,8.82,0.0
13010,6,130,20,228,56,29.95,4.61,52.53,12.9,0.0
13010,60,63,2,53,11,48.84,1.55,41.09,8.53,0.0
13010,600,119,11,236,33,29.82,2.76,59.15,8.27,0.0
13010,601,203,7,451,62,28.08,0.97,62.38,8.58,0.0
13010,602,201,4,350,26,34.6,0.69,60.24,4.48,0.0
13010,603,129,5,318,27,26.93,1.04,66.39,5.64,0.0
13010,604,156,2,136,33,47.71,0.61,41.59,10.09,0.0
13010,605,103,0,84,16,50.74,0.0,41.38,7.88,0.0
13010,606,117,2,71,3,60.62,1.04,36.79,1.55,0.0
13010,607,90,4,90,7,47.12,2.09,47.12,3.66,0.0
13010,608,142,6,136,13,47.81,2.02,45.79,4.38,0.0
13010,609,141,0,131,17,48.79,0.0,45.33,5.88,0.0
13010,61,83,8,90,35,38.43,3.7,41.67,16.2,0.0
13010,610,84,3,107,19,39.44,1.41,50.23,8.92,0.0
13010,611,150,2,82,17,59.76,0.8,32.67,6.77,0.0
13010,612,206,3,145,33,53.23,0.78,37.47,8.53,0.0
13010,62,74,3,48,16,52.48,2.13,34.04,11.35,0.0
13010,63,119,8,105,9,49.38,3.32,43.57,3.73,0.0
13010,64,51,2,57,8,43.22,1.69,48.31,6.78,0.0
13010,65,112,7,135,20,40.88,2.55,49.27,7.3,0.0
13010,66,91,3,72,21,48.66,1.6,38.5,11.23,0.0
13010,67,85,2,48,25,53.12,1.25,30.0,15.62,0.0
13010,68,122,1,55,18,62.24,0.51,28.06,9.18,0.0
13010,69,57,2,20,7,66.28,2.33,23.26,8.14,0.0
13010,7,76,6,109,40,32.9,2.6,47.19,17.32,0.0
13010,70,82,2,41,10,60.74,1.48,30.37,7.41,0.0
13010,71,117,3,98,35,46.25,1.19,38.74,13.83,0.0
13010,72,83,0,40,8,63.36,0.0,30.53,6.11,0.0
13010,73,67,1,45,14,52.76,0.79,35.43,11.02,0.0
13010,74,138,6,111,25,49.29,2.14,39.64,8.93,0.0
13010,75,113,4,77,13,54.59,1.93,37.2,6.28,0.0
13010,76,108,5,82,22,49.77,2.3,37.79,10.14,0.0
13010,77,145,1,99,15,55.77,0.38,38.08,5.77,0.0
13010,78,153,7,96,35,52.58,2.41,32.99,12.03,0.0
13010,79,98,1,52,9,61.25,0.62,32.5,5.62,0.0
13010,8,70,10,125,32,29.54,4.22,52.74,13.5,0.0
13010,80,127,1,75,28,54.98,0.43,32.47,12.12,0.0
13010,81,101,0,91,18,48.1,0.0,43.33,8.57,0.0
13010,82,133,2,53,16,65.2,0.98,25.98,7.84,0.0
13010,83,116,3,26,9,75.32,1.95,16.88,5.84,0.0
13010,84,84,1,79,14,47.19,0.56,44.38,7.87,0.0
13010,85,90,4,63,25,49.45,2.2,34.62,13.74,0.0
13010,86,53,3,35,27,44.92,2.54,29.66,22.88,0.0
13010,87,69,1,54,15,49.64,0.72,38.85,10.79,0.0
13010,88,56,2,63,14,41.48,1.48,46.67,10.37,0.0
13010,89,98,10,125,14,39.68,4.05,50.61,5.67,0.0
13010,9,35,7,94,16,23.03,4.61,61.84,10.53,0.0
13010,90,66,3,63,12,45.83,2.08,43.75,8.33,0.0
13010,91,102,4,47,22,58.29,2.29,26.86,12.57,0.0
13010,92,183,5,173,19,48.16,1.32,45.53,5.0,0.0
13010,93,63,3,60,15,44.68,2.13,42.55,10.64,0.0
13010,94,107,0,125,18,42.8,0.0,50.0,7.2,0.0
13010,95,75,2,115,30,33.78,0.9,51.8,13.51,0.0
13010,96,70,0,80,29,39.11,0.0,44.69,16.2,0.0
13010,97,43,2,47,24,37.07,1.72,40.52,20.69,0.0
13010,98,70,3,60,21,45.45,1.95,38.96,13.64,0.0
13010,99,57,3,70,18,38.51,2.03,47.3,12.16,0.0
13010,S/R 1,49,6,31,8,52.13,6.38,32.98,8.51,0.0
13010,S/R 2,656,15,953,115,37.72,0.86,54.8,6.61,0.0
